SampleID,Population,Temp.Treatment,Date.Started,Larval.Survival,Date.Larval.Death,Larval.Diapause,Date.Pupation,Pupal.Survival,Date.Pupal.Death,Date.Adult.Eclosion,Date.Adult.Death,Sex,Usage,Notes,Extract.Status,Date.Extracted,Extraction.Notes,Nanodrop.Conc,Nanodrop.260.280,Nanodrop.260.230,Approximate.Volume,Left.Wing.Length,Remove.From.Fitness.Count
WAW.12.086,WAW,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,?,M,DontSequence,,,,,,,,,,
WAW.12.087,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/1/22,F,,,,,,,,,,2.527,
WAW.12.088,WAW,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/22/22,M,,,,,,,,,,,
WAW.12.089,WAW,E,7/8/22,Y,,,7/20/22,,,7/23/22,8/4/22,F,,,,,,,,,,2.763,
WAW.12.090,WAW,E,7/8/22,,,,7/24/22,,,7/27/22,8/1/22,F,,,,,,,,,,,
WAW.12.091,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
WAW.12.092,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/25/22,M,,,,,,,,,,,
WAW.12.093,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/31/22,F,,,,,,,,,,3.121,
WAW.12.094,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/5/22,F,,,,,,,,,,3.175,
WAW.12.095,WAW,D,7/8/22,Y,,,7/20/22,,,7/23/22,8/1/22,F,,,,,,,,,,,
WAW.12.096,WAW,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
WAW.12.097,WAW,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/22/22,F,,,needs clean-up,9/26/22,,19.3,1.77,0.3,200,NA,
WAW.12.098,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,8/2/22,M,,,,,,,,,,NA,yes
WAW.12.099,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/25/22,F,,,,,,,,,,,
WAW.12.100a,WAW,D,7/8/22,Y,,,7/20/22,,,7/23/22,8/8/22,M,,,,,,,,,,2.451,
WAW.12.100b,WAW,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/27/22,?,,,,,,,,,,,
WAW.12.101,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,M,,,,,,,,,,,
WAW.12.102,WAW,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/31/22,F,,,,,,,,,,3.169,
WAW.12.103,WAW,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/27/22,F,,,,,,,,,,2.935,
WAW.12.104,WAW,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/29/22,F,,,,,,,,,,,
WAW.12.105,WAW,D,7/8/22,N,7/18/22,,,,,?,7/25?,F,Remove,"Notes say ""Maybe this is 104?"" Confused by this sample. Larval death date noted but also adult death...",,,,,,,,,
WAW.12.106,WAW,D,7/8/22,Y,,,7/18/22,Y,,7/21/22,8/7/22,M,,,needs clean-up,9/15/22,,6.1,2.2,1.46,200,2.346,
WAW.12.107,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/29/22,M,,,,,,,,,,,
WAW.12.108,WAW,D,7/8/22,Y,,,7/18/22,N,20-Jul,,,,,,,,,,,,,,
WAW.12.109,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,8/5/22,M,,,,,,,,,,2.636,
WAW.12.110,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/24/22,M,,,,,,,,,,,
WAW.12.111,WAW,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/4/22,M,,,,,,,,,,2.642,
WAW.12.112A,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/30/22,M,,,,,,,,,,,
WAW.12.112B,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/6/22,F,,,,,,,,,,3.053,
WAW.12.113,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/15/22,F,,,needs clean-up,9/9/22,,14.5,1.92,1.17,200,3.224,
WAW.12.114,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/10/22,F,,,Done,9/26/22,,13.1,2.03,3.46,200,3.1,
WAW.12.115,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,F,,,,,,,,,,,
WAW.12.116,WAW,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
WAW.12.117,WAW,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
WAW.12.118,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/26/22,F,,,,,,,,,,3.069,
WAW.12.119,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/3/22,F,,,,,,,,,,3.165,
WAW.12.120,WAW,D,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
WAW.12.121,WAW,D,7/8/22,Y,,,7/17/22,,,?,8/7/22,M,SomeMissing,,,,,,,,,,
WAW.12.122,WAW,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/10/22,M,,,needs clean-up,9/15/22,,6.6,1.74,14.11,200,2.774,
WAW.12.123,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,M,,,,,,,,,,,
WAW.12.124,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/24/22,F,,,,,,,,,,,
WAW.12.125,WAW,D,7/8/22,Y,,,7/20/22,,,7/24/22,?,F,DontSequence,,,,,,,,,,
WAW.12.126,WAW,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,?,?,DontSequence,,,,,,,,,,
WAW.12.127,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
WAW.12.128,WAW,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
WAW.12.129,WAW,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/2/22,F,,,,,,,,,,2.634,
WAW.12.130,WAW,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/27/22,F,,,,,,,,,,,
WAW.12.131,WAW,C,7/8/22,,,,7/24/22,N,26-Jul,,,,,,,,,,,,,,
WAW.12.132,WAW,C,7/8/22,,,,7/26/22,,,8/3/22,8/4/22,F,,,,,,,,,,3.622,
WAW.12.133,WAW,C,7/8/22,,,,7/27/22,,,8/4/22,8/7/22,F,,,,,,,,,,,
WAW.12.134,WAW,C,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
WAW.12.135,WAW,C,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.136,WAW,C,7/8/22,,,,7/22/22,,,7/29/22,7/31/22,M,,,,,,,,,,,
WAW.12.137,WAW,C,7/8/22,,,,7/25/22,,,8/1/22,8/6/22,F,,,,,,,,,,,
WAW.12.138,WAW,C,7/8/22,,,,7/26/22,,,8/2/22,8/6/22,F,,,needs clean-up,9/9/22,,17.1,2.2,1.18,200,3.405,
WAW.12.139,WAW,C,7/8/22,,,,7/27/22,,,8/3/22,8/7/22,F,,,,,,,,,,,
WAW.12.140,WAW,C,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
WAW.12.141,WAW,C,7/8/22,,,,7/24/22,,,7/31/22,8/20/22,M,,,,,,,,,,2.72,
WAW.12.142,WAW,C,7/8/22,,,,7/26/22,,,8/2/22,8/4/22,F,,,,,,,,,,3.432,
WAW.12.143,WAW,C,7/8/22,,,,7/26/22,,,8/2/22,8/8/22,F,,,needs clean-up,9/26/22,,21.7,2.2,1.46,200,3.503,
WAW.12.144,WAW,C,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
WAW.12.145,WAW,C,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.146,WAW,C,7/8/22,N,7/22/22,,,,,7/29/22,NA. Lost,?,DontSequence,Lost as adult,,,,,,,,,
WAW.12.147,WAW,C,7/8/22,N,7/22/22,,,,,7/29/22,8/1/22,M,,,,,,,,,,,
WAW.12.148,WAW,C,7/8/22,,,,7/23/22,,,7/29/22,8/1/22,M,,,,,,,,,,,
WAW.12.149,WAW,C,7/8/22,,,,7/24/22,,,8/1/22,8/4/22,F,,,,,,,,,,,
WAW.12.150,WAW,C,7/8/22,,,,7/25/22,,,8/1/22,8/6/22,M,,,,,,,,,,2.603,
WAW.12.151,WAW,B,7/8/22,,,,7/29/22,,,8/8/22,8/13/22,M,,,,,,,,,,,
WAW.12.152,WAW,B,7/8/22,,,,7/29/22,,,8/8/22,8/17/22,F,,,done,9/13/22,,10.1,1.99,1.99,200,3.283,
WAW.12.153,WAW,B,7/8/22,,,,7/30/22,,,8/9/22,8/15/22,F,,,Done,9/15/22,,28.8,2.16,1.69,200,3.397,
WAW.12.154,WAW,B,7/8/22,,,,7/31/22,,,8/10/22,8/31/22,M,,,,,,,,,,2.653,
WAW.12.155,WAW,B,7/8/22,,,,7/31/22,,,8/11/22,8/20/22,F,,,,,,,,,,3.293,
WAW.12.156,WAW,B,7/8/22,,,,7/31/22,,,8/10/22,9/14/22,M,,,,,,,,,,2.735,
WAW.12.157,WAW,B,7/8/22,,,,7/31/22,,,8/9/22,8/21/22,M,,,,,,,,,,2.766,
WAW.12.158,WAW,B,7/8/22,,,,8/1/22,,,8/11/22,8/20/22,F,,,,,,,,,,,
WAW.12.159,WAW,B,7/8/22,,,,8/2/22,,,8/12/22,8/22/22,F,,,,,,,,,,,
WAW.12.160,WAW,B,7/8/22,,,,8/9/22,,,8/19/22,8/26/22,F,,,,,,,,,,,
WAW.12.161,WAW,B,7/8/22,,,,7/31/22,,,8/11/22,?,F,DontSequence,,,,,,,,,,
WAW.12.162,WAW,B,7/8/22,,,,7/31/22,N,5-Aug,,,,,,,,,,,,,,
WAW.12.163,WAW,B,7/8/22,,,,7/31/22,,,8/9/22,8/16/22,F,,,Done,9/26/22,,15.3,2.15,1.5,200,3.324,
WAW.12.164,WAW,B,7/8/22,,,,8/1/22,,,8/11/22,8/20/22,F,,,done,9/13/22,,13.1,1.99,2.74,200,3.179,
WAW.12.165,WAW,B,7/8/22,,,,8/3/22,,,8/13/22,9/6/22,F,,,,,,,,,,3.067,
WAW.12.166,WAW,B,7/8/22,,,,7/31/22,,,8/10/22,8/23/22,M,,,done,9/13/22,,9.4,2.3,2.41,200,2.806,
WAW.12.167,WAW,B,7/8/22,,,,7/31/22,,,8/9/22,8/14/22,M,,,Done,9/9/22,,9.2,2.04,2.05,200,NA,
WAW.12.168,WAW,B,7/8/22,,,,8/1/22,,,8/11/22,8/17/22,F,,,,,,,,,,,
WAW.12.169,WAW,B,7/8/22,,,,8/3/22,,,8/14/22,8/17/22,F,,,,,,,,,,,
WAW.12.170,WAW,B,7/8/22,,,,8/6/22,,,8/16/22,8/18/22,M,,,done,9/13/22,,9.7,2.24,1.74,200,2.742,
WAW.12.171,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.172,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.173,WAW,A,7/8/22,N,8/17/22,,,,,,,,,,,,,,,,,,
WAW.12.174,WAW,A,7/8/22,N,8/5/22,,,,,,,,,,,,,,,,,,
WAW.12.175,WAW,A,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
WAW.12.176,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.177,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.178,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.179,WAW,A,7/8/22,N,8/10/22,,,,,,,,,,,,,,,,,,
WAW.12.180,WAW,A,7/8/22,N,8/5/22,,,,,,,,,,,,,,,,,,
WAW.12.181,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.182,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.183,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.184,WAW,A,7/8/22,N,8/12/22,,,,,,,,,,,,,,,,,,
WAW.12.185,WAW,A,7/8/22,N,7/30/22,,,,,,,,,,,,,,,,,,
WAW.12.186,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.187,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.188,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.189,WAW,A,7/8/22,,,y,,,,,,,,,,,,,,,,,
WAW.12.190,WAW,A,7/8/22,N,8/14/22,,,,,,,,,,,,,,,,,,
SB.04.001,SB,F,7/8/22,Y,,,7/20/22,N,21-Jul,,,,,,,,,,,,,,
SB.04.002,SB,F,7/8/22,N,7/26/22,,,,,,,,,,,,,,,,,,
SB.04.003,SB,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
SB.04.004,SB,F,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
SB.04.005a,SB,F,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
SB.04.005b,SB,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
SB.04.005c,SB,F,7/8/22,N,7/19/22,,,,,,,,,,,,,,,,,,
SB.04.005d,SB,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
SB.04.005e,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.005f,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.006,SB,F,7/8/22,Y,,,7/20/22,N,23-Jul,,,,,,,,,,,,,,
SB.04.007,SB,F,7/8/22,Y,,,7/21/22,N,24-Jul,,,,,,,,,,,,,,
SB.04.008,SB,F,7/8/22,,,,,,,,,,,,,,,,,,,,
SB.04.009,SB,F,7/8/22,,,,,,,,,,,,,,,,,,,,
SB.04.010a,SB,F,7/8/22,N,7/19/22,,,,,,,,,,,,,,,,,,
SB.04.010b,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.010c,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.010d,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.010e,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.010f,SB,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
SB.04.011,SB,F,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
SB.04.012,SB,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
SB.04.013,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.014,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.015a,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.015b,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.015c,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.015d,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.015e,SB,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
SB.04.015f,SB,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
SB.04.016,SB,F,7/8/22,N,8/2/22,,,,,,,,,,,,,,,,,,
SB.04.017,SB,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
SB.04.018,SB,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
SB.04.019,SB,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
SB.04.020,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.021,SB,F,7/8/22,Y,,,7/24/22,N,26-Jul,,,,,,,,,,,,,,
SB.04.022,SB,F,7/8/22,N,7/30/22,,,,,,,,,,,,,,,,,,
SB.04.023,SB,F,7/8/22,N,7/26/22,,,,,,,,,,,,,,,,,,
SB.04.024,SB,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
SB.04.025a,SB,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
SB.04.025b,SB,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
SB.04.025c,SB,F,7/8/22,N,7/19/22,,,,,,,,,,,,,,,,,,
SB.04.025d,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.025e,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.025f,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.025g,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.026,SB,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
SB.04.027,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.028,SB,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
SB.04.029,SB,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
SB.04.030,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.031,SB,F,7/8/22,N,7/29/22,,,,,,,,,,,,,,,,,,
SB.04.032,SB,F,7/8/22,N,7/26/22,,,,,,,,,,,,,,,,,,
SB.04.033,SB,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
SB.04.034,SB,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
SB.04.035,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.036,SB,F,7/8/22,N,8/3/22,,,,,,,,,,,,,,,,,,
SB.04.037,SB,F,7/8/22,N,7/27/22,,,,,,,,,,,,,,,,,,
SB.04.038,SB,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
SB.04.039,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.040,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.041,SB,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
SB.04.042,SB,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
SB.04.043,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.044,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.045,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.046,SB,F,7/8/22,Y,,,7/22/22,Y,,7/25/22,7/26/22,F,,,,,,,,,,,
SB.04.047,SB,F,7/8/22,N,7/27/22,,,,,,,,,,,,,,,,,,
SB.04.048,SB,F,7/8/22,N,7/22/22,,,,,,,,,,,,,,,,,,
SB.04.049,SB,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.050,SB,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.051,SB,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,F,,,,,,,,,,2.788,
SB.04.052,SB,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/22/22,F,,,,,,,,,,2.755,
SB.04.053,SB,E,7/8/22,Y,,,7/17/22,N,19-Jul,,,,,,,,,,,,,,
SB.04.054,SB,E,7/8/22,Y,,,7/18/22,Y,,7/22/22,7/24/22,F,,,,,,,,,,,
SB.04.055,SB,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,?,?,DontSequence,,,,,,,,,,
SB.04.056,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/28/22,F,,,,,,,,,,,
SB.04.057,SB,E,7/8/22,Y,,,7/19/22,Y,,7/23/22,7/24/22,F,,,,,,,,,,,
SB.04.058,SB,E,7/8/22,Y,,,7/19/22,Y,,7/22/22,7/23/22,F,,,,,,,,,,,
SB.04.059,SB,E,7/8/22,Y,,,7/20/22,Y,,7/24/22,7/26/22,F,,,,,,,,,,,
SB.04.060,SB,E,7/8/22,N,7/19/22,,,,,,,,,,,,,,,,,,
SB.04.061,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,M,,,needs clean-up,9/14/22,,10.4,1.84,1.3,200,2.422,
SB.04.062,SB,E,7/8/22,Y,,,7/18/22,N,23-Jul,,,,,,,,,,,,,,
SB.04.063,SB,E,7/8/22,Y,,,7/19/22,Y,,7/22/22,8/8/22,F,,,,,,,,,,2.803,
SB.04.064,SB,E,7/8/22,Y,,,7/21/22,Y,,7/25/22,8/3/22,F,,,Done,9/9/22,,11.8,2.12,1.97,200,NA,
SB.04.065,SB,E,7/8/22,N,7/29/22,,,,,,,,,,,,,,,,,,
SB.04.066,SB,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,Done,9/26/22,,17.1,2.07,4.22,200,2.409,
SB.04.067,SB,E,7/8/22,Y,,,7/18/22,,,7/22/22,NA. lost,,DontSequence,Sample lost as adult on 8/4,,,,,,,,,
SB.04.068,SB,E,7/8/22,N,8/1/22,,,,,,,,,,,,,,,,,,
SB.04.069,SB,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.070,SB,E,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.071,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/22/22,M,,,,,,,,,,2.405,
SB.04.072,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,M,,,,,,,,,,,
SB.04.073,SB,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,8/1/22,F,,,,,,,,,,2.822,
SB.04.074,SB,E,7/8/22,Y,,,7/19/22,,,7/23/22,7/28/22,F,,,,,,,,,,,
SB.04.075,SB,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.076,SB,E,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,Done,9/23/22,,12.9,2,4.69,200,2.347,
SB.04.077,SB,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,?,,,,,,,,,,,
SB.04.078,SB,E,7/8/22,Y,,,7/19/22,,,7/23/22,7/30/22,F,,,,,,,,,,,
SB.04.079,SB,E,7/8/22,Y,,,7/19/22,Y,,7/21/22,7/28/22,M,,,Done,9/14/22,,9.9,1.85,1.83,200,2.364,
SB.04.080,SB,E,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
SB.04.081,SB,E,7/8/22,Y,,,7/16/22,Y,,7/19/22,7/24/22,M,,,,,,,,,,2.279,
SB.04.082,SB,E,7/8/22,Y,,,7/17/22,N,21-Jul,,,,,,,,,,,,,,
SB.04.083,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,?,M,DontSequence,,,,,,,,,,
SB.04.084,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/22/22,F,,,needs clean-up,9/9/22,,20.2,2.06,1.53,200,NA,
SB.04.085,SB,E,7/8/22,Y,,,7/19/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
SB.04.086,SB,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
SB.04.087,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/23/22,M,,,Done,9/20/22,,12,1.89,3.4,200,2.457,
SB.04.088,SB,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/21/22,M,,,,,,,,,,2.497,
SB.04.089,SB,E,7/8/22,Y,,,7/17/22,N,19-Jul,,,,,,,,,,,,,,
SB.04.090,SB,E,7/8/22,Y,,,7/19/22,,,7/23/22,8/4/22,F,,,Done,9/23/22,,17,2.02,1.66,200,2.655,
SB.04.091,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/31/22,M,,,,,,,,,,2.403,
SB.04.092,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,8/3/22,F,,,,,,,,,,3.164,
SB.04.093,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
SB.04.094,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/26/22,M,,,needs clean-up,9/26/22,,9.4,2.2,1.11,200,2.495,
SB.04.095,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/29/22,F,,,,,,,,,,,
SB.04.096,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/30/22,M,,,,,,,,,,,
SB.04.097,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/25/22,F,,,,,,,,,,3.463,
SB.04.098,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
SB.04.099,SB,D,7/8/22,Y,,,7/20/22,,,7/25/22,8/7/22,F,,,,,,,,,,3.007,
SB.04.100,SB,D,7/8/22,Y,,,7/20/22,,,7/24/22,8/2/22,F,,,,,,,,,,2.565,
SB.04.101,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/25/22,M,,,,,,,,,,,
SB.04.102,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
SB.04.103,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,F,,,,,,,,,,,
SB.04.104,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,F,,,,,,,,,,3.462,
SB.04.105,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,?,F,DontSequence,,,,,,,,,,
SB.04.106,SB,D,7/8/22,Y,,,7/17/22,N,20-Jul,,,,,,,,,,,,,,
SB.04.107,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,?,M,DontSequence,,,,,,,,,,
SB.04.108,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/30/22,F,,,,,,,,,,,
SB.04.109,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/1/22,F,,,done,9/20/22,,30.1,2.06,2.84,200,2.91,
SB.04.110,SB,D,7/8/22,Y,,,7/20/22,,,7/24/22,8/7/22,F,,,,,,,,,,3.03,
SB.04.111,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/24/22,F,,,,,,,,,,,
SB.04.112,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,8/1/22,M,,,,,,,,,,2.571,
SB.04.113,SB,D,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,,
SB.04.114,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
SB.04.115,SB,D,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
SB.04.116,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/25/22,F,,,needs clean-up,9/14/22,,17.5,2.14,1.56,200,3.075,
SB.04.117,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
SB.04.118,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,8/5/22,F,,,needs clean-up,9/23/22,,15.6,2.1,1.43,200,3.085,
SB.04.119,SB,D,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/31/22,M,,,error. discarded,9/20/22,put in 'needs clean-up' rack for now,7,2.07,-10.4,200,2.39,
SB.04.120,SB,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,F,,,,,,,,,,,
SB.04.121,SB,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/31/22,F,,,,,,,,,,2.521,
SB.04.122,SB,D,7/8/22,Y,,,7/17/22,N,21-Jul,,,,,,,,,,,,,,
SB.04.123,SB,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,,
