"","SampleID","Population","Temp.Treatment","Date.Started","Larval.Survival","Date.Larval.Death","Larval.Diapause","Date.Pupation","Pupal.Survival","Date.Pupal.Death","Date.Adult.Eclosion","Date.Adult.Death","Sex","Usage","Left.Wing.Length","Remove.From.Fitness.Count","Length.Larval.Dev","Length.Pupal.Dev","Length.Juvenile.Dev","LarvalDevRate","PupalDevRate","JuvenileDevRate","Juvenile.Survival","AdultLifespan","EggCount","fitness","SexWeightedFitness"
"1427","POW.02.155b","POW",13.35,2022-07-08,"1",NA,"n",2022-09-04,"1",NA,2022-09-16,2022-09-26,"F","",NA,"",59,12,71,0.0169491525423729,0.0833333333333333,0.0140845070422535,"1",10,NA,0,0
"1428","POW.02.156","POW",13.35,2022-07-08,"1",NA,"n",2022-08-01,"1",NA,2022-08-12,2022-08-15,"F","",NA,"",25,11,36,0.04,0.0909090909090909,0.0277777777777778,"1",3,NA,0,0
"1429","POW.02.157","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-15,2022-09-13,"F","",2.948,"",29,10,39,0.0344827586206897,0.1,0.0256410256410256,"1",29,63.36084,31.68042,46.6869347368421
"1430","POW.02.158","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-14,2022-09-03,"F","",3.359,"",29,9,38,0.0344827586206897,0.111111111111111,0.0263157894736842,"1",20,84.45747,42.228735,62.23182
"1431","POW.02.159","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-16,2022-08-23,"F","",NA,"",29,11,40,0.0344827586206897,0.0909090909090909,0.025,"1",7,NA,0,0
"1432","POW.02.160","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-14,2022-08-24,"F","",3.283,"",29,9,38,0.0344827586206897,0.111111111111111,0.0263157894736842,"1",10,80.55639,0,0
"1433","POW.02.161","POW",13.35,2022-07-08,"1",NA,"n",2022-08-02,"1",NA,2022-08-12,2022-08-19,"F","",NA,"",26,10,36,0.0384615384615385,0.1,0.0277777777777778,"1",7,NA,0,0
"1434","POW.02.162","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-14,2022-09-20,"F","",3.048,"",29,9,38,0.0344827586206897,0.111111111111111,0.0263157894736842,"1",37,68.49384,34.24692,50.4691452631579
"1435","POW.02.163","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-14,2022-08-28,"F","",NA,"",29,9,38,0.0344827586206897,0.111111111111111,0.0263157894736842,"1",14,NA,0,0
"1436","POW.02.164","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"0","10-Aug",NA,NA,"","",NA,"",29,NA,NA,0.0344827586206897,NA,NA,"0",NA,NA,0,0
"1437","POW.02.165a","POW",13.35,2022-07-08,"1",NA,"n",2022-08-05,"1",NA,2022-08-15,2022-09-13,"F","",3.224,"",29,10,39,0.0344827586206897,0.1,0.0256410256410256,"1",29,77.52792,38.76396,57.1258357894737
"1438","POW.02.165b","POW",13.35,2022-07-08,"0",2022-08-31,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1440","POW.02.167","POW",13.35,2022-07-08,"1",NA,"n",2022-08-01,"1",NA,2022-08-11,2022-09-27,"M","",2.676,"",25,10,35,0.04,0.1,0.0285714285714286,"1",47,49.39908,24.69954,36.3993221052632
"1441","POW.02.168","POW",13.35,2022-07-08,"1",NA,"n",2022-08-01,"1",NA,2022-08-13,2022-08-18,"F","",2.927,"",25,12,37,0.04,0.0833333333333333,0.027027027027027,"1",5,62.28291,0,0
"1443","POW.02.170A","POW",13.35,2022-07-08,"1",NA,"n",2022-08-08,"1",NA,2022-08-17,2022-09-21,"F","",3.205,"",32,9,41,0.03125,0.111111111111111,0.024390243902439,"1",35,76.55265,38.276325,56.4072157894737
"1444","POW.02.170B","POW",13.35,2022-07-08,"1",NA,"n",2022-08-26,"1",NA,2022-09-06,2022-09-15,"F","",NA,"",50,11,61,0.02,0.0909090909090909,0.0163934426229508,"1",9,NA,0,0
"1445","POW.02.171","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1446","POW.02.172","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1447","POW.02.173","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1448","POW.02.174","POW",5.49,2022-07-08,"0",2022-08-17,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1449","POW.02.175","POW",5.49,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1450","POW.02.176","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1451","POW.02.177","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1452","POW.02.178","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1453","POW.02.179","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1454","POW.02.180","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1455","POW.02.181","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1456","POW.02.182","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1457","POW.02.183","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1458","POW.02.184","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1459","POW.02.185","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1460","POW.02.186","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1461","POW.02.187","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1462","POW.02.188","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1463","POW.02.189","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1464","POW.02.190A","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1465","POW.02.190B","POW",5.49,2022-07-08,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1466","Par.07.001","PAR",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1467","Par.07.002","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1468","Par.07.003","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1469","Par.07.004","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1470","Par.07.005","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1471","Par.07.007","PAR",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1472","Par.07.008","PAR",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1473","Par.07.009","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1474","Par.07.010","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1475","Par.07.011","PAR",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1476","Par.07.012","PAR",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1477","Par.07.013","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1478","Par.07.014","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1479","Par.07.015","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1480","Par.07.016","PAR",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1481","Par.07.017","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1482","Par.07.018","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1483","Par.07.019","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1484","Par.07.020","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1485","Par.07.021","PAR",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1486","Par.07.022","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1487","Par.07.023","PAR",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1488","Par.07.024","PAR",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1489","Par.07.025","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1490","Par.07.026","PAR",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1491","Par.07.027","PAR",32.18,2022-07-08,"0",2022-07-23,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1492","Par.07.028","PAR",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1493","Par.07.029","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1494","Par.07.030","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1495","Par.07.031","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1496","Par.07.032","PAR",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1497","Par.07.033","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1498","Par.07.034","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1499","Par.07.035","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1500","Par.07.036","PAR",32.18,2022-07-08,"0",2022-07-27,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1501","Par.07.037","PAR",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1502","Par.07.038","PAR",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1503","Par.07.039","PAR",32.18,2022-07-08,"0",2022-07-20,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1504","Par.07.040","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1505","Par.07.041","PAR",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1506","Par.07.042","PAR",32.18,2022-07-08,"0",2022-07-20,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1507","Par.07.043","PAR",32.18,2022-07-08,"0",2022-07-19,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1508","Par.07.044","PAR",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1509","Par.07.045","PAR",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1510","Par.07.046","PAR",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1511","Par.07.047","PAR",32.18,2022-07-08,"0",2022-07-17,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1512","Par.07.048","PAR",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1513","Par.07.049","PAR",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1514","Par.07.050","PAR",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1515","Par.07.051","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-16,"0","20-Jul",NA,NA,"","",NA,"",9,NA,NA,0.111111111111111,NA,NA,"0",NA,NA,0,0
"1516","Par.07.052","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-28,"F","",NA,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",8,NA,0,0
"1517","Par.07.053","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"1518","Par.07.054","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-19,"0","23-Jul",NA,NA,"","",NA,"",12,NA,NA,0.0833333333333333,NA,NA,"0",NA,NA,0,0
"1519","Par.07.055","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1520","Par.07.056","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-16,"1",NA,2022-07-19,2022-07-22,"M","",2.404,"",9,3,12,0.111111111111111,0.333333333333333,0.0833333333333333,"1",3,35.43732,0,0
"1522","Par.07.058","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,NA,0,0
"1523","Par.07.059","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-25,"M","",2.527,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",2,41.75091,0,0
"1524","Par.07.060","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-22,"1",NA,2022-07-25,2022-07-29,"F","",NA,"",15,3,18,0.0666666666666667,0.333333333333333,0.0555555555555556,"1",4,NA,0,0
"1525","Par.07.061","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-08-05,"F","",2.397,"",10,4,14,0.1,0.25,0.0714285714285714,"1",15,35.07801,17.539005,16.0356617142857
"1526","Par.07.062","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",2.784,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,54.94272,0,0
"1527","Par.07.063","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-25,"M","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",2,NA,0,0
"1528","Par.07.064","PAR",27.5,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1529","Par.07.065","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1530","Par.07.066","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1531","Par.07.067","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1532","Par.07.068","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1533","Par.07.069","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1534","Par.07.070","PAR",27.5,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1535","Par.07.071","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-16,"1",NA,2022-07-19,2022-07-29,"M","",1.991,"",9,3,12,0.111111111111111,0.333333333333333,0.0833333333333333,"1",10,14.23803,7.119015,6.50881371428572
"1537","Par.07.073","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,NA,0,0
"1538","Par.07.074","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-24,"F","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",1,NA,0,0
"1540","Par.07.076","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-28,"M","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",7,NA,0,0
"1541","Par.07.077","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-07-28,"M","",2.504,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",7,40.57032,0,0
"1542","Par.07.078","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-25,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",2,NA,0,0
"1543","Par.07.079","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,NA,0,0
"1544","Par.07.080","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-31,"F","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",8,NA,0,0
"1545","Par.07.081","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-25,"F","",2.97,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",3,64.4901,0,0
"1546","Par.07.082","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-08-06,"F","",2.846,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",15,58.12518,29.06259,26.5715108571429
"1547","Par.07.083","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-25,"F","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",2,NA,0,0
"1548","Par.07.084","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-07-30,"F","",2.838,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",5,57.71454,0,0
"1549","Par.07.085","PAR",27.5,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1551","Par.07.087","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-21,"F","",2.636,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",1,47.34588,0,0
"1552","Par.07.088","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-22,"F","",2.409,"",10,4,14,0.1,0.25,0.0714285714285714,"1",1,35.69397,0,0
"1554","Par.07.090","PAR",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-24,"M","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",1,NA,0,0
"1555","Par.07.091","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-23,"M","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",2,NA,0,0
"1556","Par.07.092","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"1557","Par.07.093","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-25,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",3,NA,0,0
"1558","Par.07.094","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-25,2022-07-26,"F","",NA,"",13,5,18,0.0769230769230769,0.2,0.0555555555555556,"1",1,NA,0,0
"1559","Par.07.095","PAR",23.75,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1560","Par.07.096","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-23,"M","",NA,"",10,4,14,0.1,0.25,0.0714285714285714,"1",2,NA,0,0
"1561","Par.07.097","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",10,5,15,0.1,0.2,0.0666666666666667,"1",1,NA,0,0
"1562","Par.07.098","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-25,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",2,NA,0,0
"1563","Par.07.099","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-24,2022-07-29,"F","",3.138,"",13,4,17,0.0769230769230769,0.25,0.0588235294117647,"1",5,73.11354,0,0
"1564","Par.07.100","PAR",23.75,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1565","Par.07.101","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"1567","Par.07.103","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-24,"F","",3.324,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",1,82.66092,0,0
"1569","Par.07.105","PAR",23.75,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"1570","Par.07.106","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-30,"M","",2.396,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",10,35.02668,17.51334,16.5403766666667
"1571","Par.07.107","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-30,"M","",2.525,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",10,41.64825,20.824125,19.6672291666667
"1572","Par.07.108","PAR",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-22,2022-07-23,"F","",2.84,"",10,5,15,0.1,0.2,0.0666666666666667,"1",1,57.8172,0,0
